,Year,Month,Day,Mean Temp (C),Total Rain (mm),Total Snow (mm),Total Precip (mm),Winter,Summer,Spring,Fall
1566,2012,7,1,24.3,100.0,0.0,100.0,0.0,1.0,0.0,0.0
2469,2016,11,23,-1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
2659,2017,12,30,-13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1893,1946,8,1,18.2,37.8,0.0,37.8,0.0,1.0,0.0,0.0
2485,2016,11,7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1284,2014,6,2,22.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
738,2017,4,1,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1746,2015,8,19,25.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0
756,2016,4,13,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1528,2014,7,7,25.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0
1458,2016,7,15,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1663,2018,8,9,23.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
2481,2016,11,11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1722,2016,8,12,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,2014,1,13,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2254,2015,10,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2309,2014,10,3,19.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0
2361,1994,10,1,10.0,27.4,0.0,27.4,0.0,0.0,0.0,1.0
1649,2018,8,23,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2541,2014,11,11,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
581,2014,3,22,-2.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0
1531,2014,7,4,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1797,2013,8,30,25.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
2885,1940,12,1,-3.6,68.1,145.0,82.6,1.0,0.0,0.0,0.0
2713,2016,12,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
933,2018,5,3,16.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0
16,2018,1,15,-8.0,0.0,40.0,4.0,1.0,0.0,0.0,0.0
1288,2013,6,28,20.0,16.0,0.0,16.0,0.0,1.0,0.0,0.0
2200,2017,10,19,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1661,2018,8,11,21.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
2718,2016,12,2,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1599,1979,7,1,20.5,68.0,0.0,68.0,0.0,1.0,0.0,0.0
2873,1952,12,1,-0.2,28.7,114.0,40.1,1.0,0.0,0.0,0.0
9,2018,1,22,2.0,14.0,0.0,14.0,1.0,0.0,0.0,0.0
2465,2016,11,27,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1279,2014,6,7,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2603,1991,11,1,2.4,42.5,182.0,56.3,0.0,0.0,0.0,1.0
2397,1958,10,1,9.7,31.2,0.0,31.2,0.0,0.0,0.0,1.0
2027,2014,9,25,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2795,2013,12,18,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,2017,1,19,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1775,2014,8,21,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
894,1948,4,1,7.6,52.6,0.0,52.6,0.0,0.0,1.0,0.0
2398,1957,10,1,8.9,44.7,0.0,44.7,0.0,0.0,0.0,1.0
2667,2017,12,22,-5.0,0.0,30.0,3.0,1.0,0.0,0.0,0.0
1728,2016,8,6,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2787,2013,12,26,-4.0,0.0,30.0,3.0,1.0,0.0,0.0,0.0
560,2015,3,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1907,2018,9,25,19.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0
2524,2014,11,28,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1682,2017,8,21,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
495,2017,3,15,-6.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0
600,2014,3,3,-16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2396,1959,10,1,9.7,79.5,0.0,79.5,0.0,0.0,0.0,1.0
971,2016,5,27,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2610,1984,11,1,2.7,69.3,6.0,69.9,0.0,0.0,0.0,1.0
2538,2014,11,14,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1287,2013,6,29,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2034,2014,9,18,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1983,2016,9,9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2233,2016,10,17,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
992,2016,5,6,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2280,2015,10,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,1956,2,1,-4.5,18.5,279.0,46.5,1.0,0.0,0.0,0.0
2643,1951,11,1,0.2,45.5,251.0,70.6,0.0,0.0,0.0,1.0
1779,2014,8,17,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1095,1978,5,1,13.2,68.2,0.0,68.2,0.0,0.0,1.0,0.0
1483,2015,7,21,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1752,2015,8,13,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
364,2014,2,8,-14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,1997,1,1,-6.4,18.2,488.0,64.6,1.0,0.0,0.0,0.0
961,2017,5,6,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
500,2017,3,10,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1398,2018,7,13,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
832,2010,4,1,10.5,36.2,0.0,36.2,0.0,0.0,1.0,0.0
1693,2017,8,10,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
533,2016,3,8,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1634,1944,7,1,21.0,90.2,0.0,90.2,0.0,1.0,0.0,0.0
1019,2015,5,10,21.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
49,2017,1,13,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
751,2016,4,18,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2035,2014,9,17,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1851,1988,8,1,21.4,37.2,0.0,37.2,0.0,1.0,0.0,0.0
1080,1993,5,1,12.1,51.6,0.0,51.6,0.0,0.0,1.0,0.0
2883,1942,12,1,-5.6,56.4,536.0,110.0,1.0,0.0,0.0,0.0
2781,2014,12,1,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
353,2014,2,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1368,1949,6,1,21.7,4.1,0.0,4.1,0.0,1.0,0.0,0.0
767,2016,4,2,1.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0
996,2016,5,2,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
469,2018,3,10,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1148,2018,6,18,25.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
1763,2015,8,2,23.0,14.0,0.0,14.0,0.0,1.0,0.0,0.0
1880,1959,8,1,23.8,38.6,0.0,38.6,0.0,1.0,0.0,0.0
2017,2015,9,5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
930,2018,5,6,15.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
373,2012,2,1,-0.3,14.2,126.0,26.6,1.0,0.0,0.0,0.0
2791,2013,12,22,0.0,14.0,0.0,14.0,1.0,0.0,0.0,0.0
368,2014,2,4,-10.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
1703,2016,8,31,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2762,2014,12,20,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
868,1974,4,1,7.0,90.7,15.0,92.2,0.0,0.0,1.0,0.0
365,2014,2,7,-13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
319,2015,2,25,-12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2124,1970,9,1,15.4,61.7,0.0,61.7,0.0,0.0,0.0,1.0
822,2014,4,7,5.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0
2656,1938,11,1,3.2,30.5,25.0,33.0,0.0,0.0,0.0,1.0
2279,2015,10,2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2386,1969,10,1,8.3,39.4,124.0,49.0,0.0,0.0,0.0,1.0
796,2015,4,3,8.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
514,2016,3,27,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1511,2014,7,24,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2455,2017,11,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2534,2014,11,18,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,2015,1,20,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2176,2018,10,12,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
764,2016,4,5,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1480,2015,7,24,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
997,2016,5,1,9.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0
1137,2018,6,29,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1508,2014,7,27,24.0,16.0,0.0,16.0,0.0,1.0,0.0,0.0
2881,1944,12,1,-5.7,6.1,645.0,70.6,1.0,0.0,0.0,0.0
2296,2014,10,16,16.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0
1399,2018,7,12,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1668,2018,8,4,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
247,2018,2,12,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1359,1958,6,1,16.1,26.7,0.0,26.7,0.0,1.0,0.0,0.0
821,2014,4,8,7.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
1324,1993,6,1,17.1,133.8,0.0,133.8,0.0,1.0,0.0,0.0
2616,1978,11,1,3.0,44.4,116.0,52.9,0.0,0.0,0.0,1.0
286,2017,2,1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,2018,1,23,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0
1327,1990,6,1,18.7,69.4,0.0,69.4,0.0,1.0,0.0,0.0
2319,2013,10,24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,2014,1,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2331,2013,10,12,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2509,2015,11,13,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1472,2016,7,1,18.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0
1305,2012,6,1,20.6,76.4,0.0,76.4,0.0,1.0,0.0,0.0
330,2015,2,14,-14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
679,2018,4,30,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,2018,1,6,-20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2759,2014,12,23,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,2016,1,9,6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
828,2014,4,1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1739,2015,8,26,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1698,2017,8,5,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
730,2017,4,9,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2597,1997,11,1,2.5,35.2,192.0,55.0,0.0,0.0,0.0,1.0
86,2016,1,7,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
624,1992,3,1,-1.1,16.5,66.0,21.7,0.0,0.0,1.0,0.0
1795,2014,8,1,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2402,1953,10,1,10.5,19.3,0.0,19.3,0.0,0.0,0.0,1.0
1628,1950,7,1,19.9,116.3,0.0,116.3,0.0,1.0,0.0,0.0
1594,1984,7,1,19.8,63.3,0.0,63.3,0.0,1.0,0.0,0.0
975,2016,5,23,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1311,2006,6,1,19.8,45.4,0.0,45.4,0.0,1.0,0.0,0.0
1493,2015,7,11,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1460,2016,7,13,29.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0
1500,2015,7,4,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1159,2018,6,7,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1513,2014,7,22,24.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
959,2017,5,8,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
445,1940,2,1,-6.2,6.9,272.0,34.0,1.0,0.0,0.0,0.0
1831,2008,8,1,19.7,92.6,0.0,92.6,0.0,1.0,0.0,0.0
214,1954,1,1,-8.0,17.0,353.0,52.3,1.0,0.0,0.0,0.0
1455,2016,7,18,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
625,1991,3,1,1.6,88.0,94.0,98.1,0.0,0.0,1.0,0.0
2190,2017,10,29,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
595,2014,3,8,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
387,1998,2,1,-0.3,43.8,14.0,45.8,1.0,0.0,0.0,0.0
232,2018,2,27,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
334,2015,2,10,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
570,2015,3,2,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2749,2015,12,2,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2584,2010,11,1,4.5,66.2,0.0,66.2,0.0,0.0,0.0,1.0
2474,2016,11,18,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
588,2014,3,15,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1495,2015,7,9,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
758,2016,4,11,6.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
2186,2018,10,2,11.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0
165,2003,1,1,-8.3,0.0,414.0,35.4,1.0,0.0,0.0,0.0
1453,2016,7,20,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2637,1957,11,1,4.1,41.4,46.0,46.0,0.0,0.0,0.0,1.0
873,1969,4,1,6.8,89.9,0.0,89.9,0.0,0.0,1.0,0.0
991,2016,5,7,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2552,2013,11,30,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2355,2000,10,1,11.2,17.6,0.0,17.6,0.0,0.0,0.0,1.0
2390,1965,10,1,7.3,103.4,13.0,104.6,0.0,0.0,0.0,1.0
2073,2013,9,9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2571,2013,11,11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2814,2011,12,1,0.8,43.6,82.0,52.0,1.0,0.0,0.0,0.0
362,2014,2,10,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
182,1986,1,1,-5.6,14.9,188.0,26.5,1.0,0.0,0.0,0.0
970,2016,5,28,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1438,2017,7,4,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2221,2016,10,29,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1111,1962,5,1,15.9,11.7,0.0,11.7,0.0,0.0,1.0,0.0
2473,2016,11,19,7.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0
778,2015,4,21,7.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0
1045,2014,5,15,15.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0
2602,1992,11,1,2.8,94.4,136.0,107.2,0.0,0.0,0.0,1.0
1375,1942,6,1,17.8,32.8,0.0,32.8,0.0,1.0,0.0,0.0
2337,2013,10,6,17.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
457,2018,3,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2150,1944,9,1,15.8,64.0,0.0,64.0,0.0,0.0,0.0,1.0
128,2014,1,27,-11.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0
2169,2018,10,19,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
692,2018,4,17,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1333,1984,6,1,18.2,48.1,0.0,48.1,0.0,1.0,0.0,0.0
370,2014,2,2,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2701,2016,12,19,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1270,2014,6,16,19.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2138,1956,9,1,13.1,40.1,0.0,40.1,0.0,0.0,0.0,1.0
379,2006,2,1,-3.6,53.8,216.0,74.8,1.0,0.0,0.0,0.0
462,2018,3,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
409,1976,2,1,-2.8,52.8,66.0,59.2,1.0,0.0,0.0,0.0
1687,2017,8,16,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2681,2017,12,8,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2348,2007,10,1,14.2,41.2,0.0,41.2,0.0,0.0,0.0,1.0
2572,2013,11,10,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
256,2018,2,3,-7.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0
252,2018,2,7,-9.0,0.0,70.0,7.0,1.0,0.0,0.0,0.0
37,2017,1,25,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
396,1989,2,1,-6.5,0.8,220.0,19.0,1.0,0.0,0.0,0.0
1349,1968,6,1,16.4,57.9,0.0,57.9,0.0,1.0,0.0,0.0
1020,2015,5,9,20.0,10.0,0.0,10.0,0.0,0.0,1.0,0.0
2343,2012,10,1,10.2,126.4,0.0,126.4,0.0,0.0,0.0,1.0
355,2014,2,17,-10.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
1356,1961,6,1,18.0,82.8,0.0,82.8,0.0,1.0,0.0,0.0
2412,1943,10,1,8.3,73.4,0.0,73.4,0.0,0.0,0.0,1.0
2038,2014,9,14,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
566,2015,3,6,-12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
838,2004,4,1,7.0,63.6,6.0,64.2,0.0,0.0,1.0,0.0
1896,1943,8,1,19.9,49.3,0.0,49.3,0.0,1.0,0.0,0.0
508,2017,3,2,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2174,2018,10,14,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2399,1956,10,1,10.5,22.9,0.0,22.9,0.0,0.0,0.0,1.0
918,2018,5,18,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
346,2014,2,26,-13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
773,2015,4,26,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
803,2014,4,26,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
410,1975,2,1,-3.9,47.0,318.0,72.4,1.0,0.0,0.0,0.0
2003,2015,9,19,19.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0
1776,2014,8,20,21.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0
1154,2018,6,12,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1237,2015,6,19,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2561,2013,11,21,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
2090,2004,9,1,18.4,25.2,0.0,25.2,0.0,0.0,0.0,1.0
973,2016,5,25,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,2018,1,27,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
2696,2016,12,24,2.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0
15,2018,1,16,-7.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0
2432,2017,11,30,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
2189,2017,10,30,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2702,2016,12,18,-8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2757,2014,12,25,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1416,2017,7,26,18.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
1897,1942,8,1,19.7,28.7,0.0,28.7,0.0,1.0,0.0,0.0
2284,2014,10,28,15.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
1056,2014,5,4,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1246,2015,6,10,21.0,13.0,0.0,13.0,0.0,1.0,0.0,0.0
479,2017,3,31,3.0,10.0,0.0,10.0,0.0,0.0,1.0,0.0
1603,1975,7,1,21.6,51.3,0.0,51.3,0.0,1.0,0.0,0.0
2497,2015,11,25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1579,1999,7,1,24.3,44.4,0.0,44.4,0.0,1.0,0.0,0.0
1407,2018,7,4,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1834,2005,8,1,22.5,135.6,0.0,135.6,0.0,1.0,0.0,0.0
1792,2014,8,4,23.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
2532,2014,11,20,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1899,1940,8,1,19.4,84.1,0.0,84.1,0.0,1.0,0.0,0.0
1789,2014,8,7,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1185,2017,6,11,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1337,1980,6,1,15.2,89.2,0.0,89.2,0.0,1.0,0.0,0.0
2142,1952,9,1,17.1,60.2,0.0,60.2,0.0,0.0,0.0,1.0
425,1960,2,1,-4.4,26.7,381.0,64.8,1.0,0.0,0.0,0.0
1144,2018,6,22,18.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
2472,2016,11,20,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0
1718,2016,8,16,24.0,12.0,0.0,12.0,0.0,1.0,0.0,0.0
2082,2012,9,1,16.4,121.0,0.0,121.0,0.0,0.0,0.0,1.0
2278,2015,10,3,9.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
988,2016,5,10,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1729,2016,8,5,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
908,2018,5,28,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1518,2014,7,17,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1965,2016,9,27,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1543,2013,7,23,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2081,2013,9,1,22.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
520,2016,3,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2307,2014,10,5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1828,2011,8,1,21.9,72.2,0.0,72.2,0.0,1.0,0.0,0.0
812,2014,4,17,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1919,2018,9,13,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1412,2017,7,30,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
815,2014,4,14,12.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
2542,2014,11,10,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
601,2014,3,2,-14.0,0.0,20.0,2.0,0.0,0.0,1.0,0.0
112,2015,1,12,-9.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
2564,2013,11,18,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2560,2013,11,22,4.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0
92,2016,1,1,-2.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
366,2014,2,6,-12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2173,2018,10,15,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2236,2016,10,14,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1363,1954,6,1,19.3,116.1,0.0,116.1,0.0,1.0,0.0,0.0
1290,2013,6,26,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1704,2016,8,30,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1085,1988,5,1,13.9,39.6,0.0,39.6,0.0,0.0,1.0,0.0
693,2018,4,16,2.0,19.0,0.0,19.0,0.0,0.0,1.0,0.0
207,1961,1,1,-8.1,0.0,152.0,10.9,1.0,0.0,0.0,0.0
716,2017,4,23,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2669,2017,12,20,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1250,2015,6,6,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
666,1950,3,1,-4.2,21.6,417.0,63.2,0.0,0.0,1.0,0.0
1891,1948,8,1,20.9,48.5,0.0,48.5,0.0,1.0,0.0,0.0
660,1956,3,1,-2.5,32.8,439.0,76.7,0.0,0.0,1.0,0.0
102,2015,1,22,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,2015,1,16,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
437,1948,2,1,-7.8,33.5,335.0,67.1,1.0,0.0,0.0,0.0
347,2014,2,25,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1889,1950,8,1,19.2,85.1,0.0,85.1,0.0,1.0,0.0,0.0
823,2014,4,6,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1971,2016,9,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2484,2016,11,8,11.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
986,2016,5,12,14.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0
2255,2015,10,26,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1872,1967,8,1,17.9,45.7,0.0,45.7,0.0,1.0,0.0,0.0
881,1961,4,1,4.6,69.6,244.0,98.3,0.0,0.0,1.0,0.0
33,2017,1,29,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2093,2001,9,1,16.7,50.4,0.0,50.4,0.0,0.0,0.0,1.0
398,1987,2,1,-5.8,3.8,100.0,14.8,1.0,0.0,0.0,0.0
2733,2015,12,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
